TEAM_ID,TEAM_NAME,SEASON,Conference,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,PF,PTS,PLUS_MINUS
1610612753,Orlando Magic,1996-97,East,5,2,3,0.4,240.0,29.8,73.0,0.40821917808219177,5.8,18.0,0.32222222222222224,18.8,25.2,0.746031746031746,9.6,28.0,37.6,13.2,11.4,6.4,5.2,19.0,84.2,-7.8
1610612756,Phoenix Suns,1996-97,West,5,2,3,0.4,245.0,34.4,82.6,0.41646489104116224,10.2,29.0,0.35172413793103446,21.2,27.8,0.762589928057554,10.0,30.4,40.4,22.8,16.0,8.2,5.2,22.0,100.2,-12.6
1610612757,Portland Trail Blazers,1996-97,West,4,1,3,0.25,240.0,32.75,73.0,0.4486301369863014,4.5,17.0,0.2647058823529412,19.75,27.25,0.7247706422018348,11.75,25.25,37.0,19.75,14.75,5.5,4.25,28.75,89.75,-7.0
1610612760,Seattle SuperSonics,1996-97,West,12,6,6,0.5,244.16666666666666,36.75,82.83333333333333,0.44366197183098594,8.333333333333334,21.75,0.3831417624521073,23.25,28.5,0.8157894736842105,13.916666666666666,28.833333333333332,42.75,23.416666666666668,13.583333333333334,10.083333333333334,4.083333333333333,23.5,105.08333333333333,4.5
1610612762,Utah Jazz,1996-97,West,20,13,7,0.65,241.25,33.65,74.5,0.45167785234899327,4.95,13.5,0.36666666666666664,23.85,30.4,0.7845394736842105,11.4,30.35,41.75,21.75,13.1,7.35,4.9,24.8,96.1,3.3
1610612764,Washington Bullets,1996-97,East,3,0,3,0.0,240.0,34.0,71.66666666666667,0.4744186046511628,4.333333333333333,10.333333333333334,0.41935483870967744,22.666666666666668,29.0,0.7816091954022989,11.333333333333334,24.333333333333332,35.666666666666664,17.0,18.666666666666668,4.666666666666667,6.333333333333333,25.666666666666668,95.0,-6.0
1610612737,Atlanta Hawks,1997-98,East,4,1,3,0.25,240.0,32.75,73.0,0.4486301369863014,6.75,18.0,0.375,15.25,22.25,0.6853932584269663,11.0,29.0,40.0,17.0,12.25,7.75,4.75,23.5,87.5,1.5
1610612766,Charlotte Hornets,1997-98,East,9,4,5,0.4444444444444444,240.0,33.111111111111114,72.88888888888889,0.45426829268292684,3.5555555555555554,11.11111111111111,0.32,13.0,19.0,0.6842105263157895,9.11111111111111,27.0,36.111111111111114,21.22222222222222,12.88888888888889,6.444444444444445,2.7777777777777777,21.555555555555557,82.77777777777777,-6.0
1610612741,Chicago Bulls,1997-98,East,21,15,6,0.7142857142857143,242.38095238095238,34.142857142857146,76.71428571428571,0.4450651769087523,4.190476190476191,12.952380952380953,0.3235294117647059,20.666666666666668,28.142857142857142,0.7343485617597293,14.0,26.952380952380953,40.95238095238095,20.523809523809526,11.761904761904763,8.952380952380953,4.523809523809524,22.761904761904763,93.14285714285714,7.0
1610612739,Cleveland Cavaliers,1997-98,East,4,1,3,0.25,240.0,26.75,61.5,0.4349593495934959,1.75,6.0,0.2916666666666667,25.5,35.25,0.723404255319149,10.0,24.5,34.5,18.5,17.25,8.5,3.0,23.75,80.75,-8.0
1610612745,Houston Rockets,1997-98,West,5,2,3,0.4,240.0,29.0,75.4,0.38461538461538464,4.8,18.6,0.25806451612903225,21.8,29.8,0.7315436241610739,11.2,31.2,42.4,16.2,12.6,7.2,5.0,23.8,84.6,-6.8
1610612754,Indiana Pacers,1997-98,East,16,10,6,0.625,241.5625,32.0,69.5625,0.46001796945193174,5.4375,14.5,0.375,22.3125,29.375,0.7595744680851064,9.25,26.0,35.25,19.125,13.8125,7.1875,4.9375,24.8125,91.75,2.25
1610612747,Los Angeles Lakers,1997-98,West,13,7,6,0.5384615384615384,240.0,35.61538461538461,75.07692307692308,0.47438524590163933,6.0,17.46153846153846,0.3436123348017621,23.0,35.38461538461539,0.65,13.384615384615385,26.692307692307693,40.07692307692308,22.692307692307693,12.538461538461538,7.384615384615385,7.769230769230769,24.615384615384617,100.23076923076923,1.2307692307692308
1610612748,Miami Heat,1997-98,East,5,2,3,0.4,240.0,30.0,69.6,0.43103448275862066,7.2,20.0,0.36,20.2,29.6,0.6824324324324325,8.2,28.6,36.8,16.4,13.0,6.8,3.8,25.4,87.4,-2.2
1610612750,Minnesota Timberwolves,1997-98,West,5,2,3,0.4,240.0,33.2,79.8,0.41604010025062654,7.4,19.6,0.37755102040816324,16.4,20.4,0.803921568627451,13.6,25.8,39.4,23.2,13.0,7.4,3.6,22.6,90.2,-5.8
1610612751,New Jersey Nets,1997-98,East,3,0,3,0.0,248.33333333333334,37.0,78.66666666666667,0.4703389830508475,2.3333333333333335,7.333333333333333,0.3181818181818182,18.666666666666668,24.666666666666668,0.7567567567567568,12.333333333333334,27.0,39.333333333333336,16.666666666666668,13.0,7.0,3.3333333333333335,26.0,95.0,-7.666666666666667
1610612752,New York Knicks,1997-98,East,10,4,6,0.4,242.5,32.2,73.8,0.4363143631436314,5.3,13.6,0.3897058823529412,18.9,24.7,0.7651821862348178,10.5,29.2,39.7,18.8,15.0,8.6,2.0,26.8,88.6,-2.2
1610612756,Phoenix Suns,1997-98,West,4,1,3,0.25,240.0,37.0,85.25,0.4340175953079179,4.25,12.75,0.3333333333333333,14.75,21.25,0.6941176470588235,12.0,28.5,40.5,19.75,11.0,8.5,4.0,25.0,93.0,-7.5
1610612757,Portland Trail Blazers,1997-98,West,4,1,3,0.25,240.0,36.0,79.5,0.4528301886792453,5.75,15.25,0.3770491803278688,22.0,28.5,0.7719298245614035,14.0,27.75,41.75,24.0,15.75,7.0,5.25,29.75,99.75,-4.25
1610612759,San Antonio Spurs,1997-98,West,9,4,5,0.4444444444444444,242.77777777777777,33.333333333333336,72.11111111111111,0.4622496147919877,3.888888888888889,12.88888888888889,0.3017241379310345,21.22222222222222,30.77777777777778,0.6895306859205776,11.0,32.55555555555556,43.55555555555556,17.333333333333332,13.777777777777779,5.666666666666667,7.0,22.11111111111111,91.77777777777777,3.2222222222222223
1610612760,Seattle SuperSonics,1997-98,West,10,4,6,0.4,240.0,35.6,78.3,0.454661558109834,6.6,19.2,0.34375,17.4,23.1,0.7532467532467533,12.7,26.1,38.8,22.0,12.1,8.7,4.3,23.5,95.2,-2.4
1610612762,Utah Jazz,1997-98,West,20,13,7,0.65,242.5,33.35,73.35,0.4546693933197001,3.3,9.35,0.35294117647058826,18.95,25.45,0.7445972495088409,9.7,30.1,39.8,22.3,13.6,6.5,4.85,26.0,88.95,2.1
1610612737,Atlanta Hawks,1998-99,East,9,3,6,0.3333333333333333,240.0,28.555555555555557,74.55555555555556,0.3830104321907601,4.777777777777778,15.333333333333334,0.3115942028985507,17.77777777777778,23.11111111111111,0.7692307692307693,12.0,26.88888888888889,38.888888888888886,13.88888888888889,13.333333333333334,8.11111111111111,4.0,19.444444444444443,79.66666666666667,-2.7777777777777777
1610612765,Detroit Pistons,1998-99,East,5,2,3,0.4,240.0,32.2,75.0,0.42933333333333334,3.4,9.4,0.3617021276595745,11.4,14.4,0.7916666666666666,11.2,24.0,35.2,17.8,11.6,7.2,1.8,22.6,79.2,-3.0
1610612745,Houston Rockets,1998-99,West,4,1,3,0.25,240.0,33.75,81.25,0.4153846153846154,7.75,21.25,0.36470588235294116,21.75,28.5,0.7631578947368421,13.25,32.5,45.75,20.5,12.75,7.5,4.5,26.0,97.0,-2.25
